/home/miura/lab/KD-hdas/results/stat/0-50/g-1/search_stage_KD_cifar100_Curriculum_s2-expected2-sw3-g-1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/g-1/search_stage_KD_cifar100_Curriculum_s3-expected2-sw3-g-1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/g-1/search_stage_KD_cifar100_Curriculum_s0-expected2-sw3-g-1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/g-1/search_stage_KD_cifar100_Curriculum_s4-expected2-sw3-g-1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/g-1/search_stage_KD_cifar100_Curriculum_s1-expected2-sw3-g-1_0-50_tb.csv,row_average
2.406390905380249,2.45942449569702,2.416574716567993,2.423724174499512,2.478891372680664,2.4370011329650874
2.311032056808472,2.36740446090698,2.407578229904175,2.4761109352111816,2.3285434246063232,2.3781338214874266
2.322988748550415,2.33523082733154,2.371396541595459,2.389017105102539,2.3359317779541016,2.350913000106811
2.2986247539520264,2.44836115837097,2.3445327281951904,2.358885765075684,2.296325922012329,2.3493460655212397
2.2555601596832275,2.31758236885071,2.311929225921631,2.310701370239258,2.344480276107788,2.3080506801605227
2.299489974975586,2.28977584838867,2.310253143310547,2.3181777000427246,2.261102199554444,2.295759773254394
2.3060224056243896,2.34365749359131,2.3155999183654785,2.250985860824585,2.237683057785034,2.2907897472381595
2.257801055908203,2.29686045646667,2.307867765426636,2.2573273181915283,2.2729883193969727,2.278568983078002
2.252351760864258,2.30767893791199,2.3170948028564453,2.371665000915528,2.241738796234131,2.2981058597564705
2.2851428985595703,2.18193912506104,2.241173028945923,2.2925679683685303,2.269051074981689,2.253974819183351
2.1614251136779785,2.29942917823791,2.2190747261047363,2.284456253051758,2.265596866607666,2.2459964275360096
2.2487831115722656,2.25799179077148,2.2455382347106934,2.1652088165283203,2.2472171783447266,2.232947826385497
2.428600788116455,2.18778586387634,2.1275265216827397,2.149044990539551,2.143843412399292,2.207360315322876
2.156981468200684,2.38872241973877,2.242445707321167,2.1785778999328613,2.1547718048095703,2.2242998600006105
2.265740156173706,2.27886056900024,2.171461582183838,2.1423065662384038,2.156344175338745,2.2029426097869864
2.161167860031128,2.17351341247559,2.249309539794922,2.102743148803711,2.2195756435394287,2.181261920928956
2.165737628936768,2.26412558555603,2.615520000457764,2.3629651069641118,2.501164197921753,2.381902503967285
2.405179023742676,2.18574833869934,2.440455675125122,2.314340114593506,2.271531820297241,2.3234509944915773
2.1572425365448,2.37117171287537,2.3137307167053223,2.5363032817840576,2.272944927215576,2.3302786350250253
2.8508551120758057,2.55968070030212,3.998802661895752,2.3668699264526367,2.3725647926330566,2.8297546386718744
2.551188707351685,2.71146607398987,2.656210660934448,3.0804848670959477,2.4034602642059326,2.6805621147155767
2.7715442180633545,3.81473779678345,5.731343746185303,2.4711875915527344,2.5786917209625244,3.4735010147094734
7.145919799804688,3.3028998374939,3.4177463054656982,3.0500526428222656,5.915561676025391,4.566436052322389
10.995559692382812,2.93186378479004,2.5888020992279053,5.097082138061523,5.272262096405029,5.377113962173462
2.276873111724853,5.55202722549439,3.4438045024871826,2.549405813217163,3.0172717571258545,3.367876482009889
2.7377190589904785,9.55886077880859,2.6503565311431885,8.202933311462402,5.4910993576049805,5.728193807601928
6.758833408355713,7.92284774780273,6.921412944793701,5.302897930145264,5.520320415496826,6.485262489318847
8.782550811767578,9.15101718902588,2.381843090057373,4.539903163909912,3.415845394134521,5.654231929779053
11.453222274780272,12.3421020507813,6.532994747161865,8.081438064575195,5.547565937042236,8.791464614868174
10.329766273498535,6.27751159667969,6.597293376922607,6.026829719543457,8.46241283416748,7.538762760162354
10.009407997131348,16.5645885467529,4.936727046966553,5.931897640228272,7.643894195556641,9.017303085327143
10.644217491149902,9.90072822570801,8.353238105773926,6.391701698303223,12.764598846435549,9.610896873474122
13.998734474182127,4.68244409561157,9.594343185424805,5.876133441925049,9.411924362182615,8.712715911865235
11.543827056884766,3.24286842346191,13.980237007141112,5.360212326049805,11.95729637145996,9.21688823699951
13.967265129089355,4.18262243270874,9.575997352600098,9.218635559082031,8.380444526672363,9.064993000030517
2.381680011749268,2.71618866920471,2.7807536125183105,8.929116249084473,9.1390380859375,5.189355325698853
3.231945514678955,3.68803691864014,2.4410150051116943,8.9783353805542,7.476131439208984,5.163092851638795
12.898682594299316,3.93705153465271,3.854268789291382,4.070098400115967,4.478239059448242,5.847668075561524
8.873703956604004,4.18606615066528,3.2665414810180664,3.3816847801208496,3.765167713165283,4.694632816314696
8.920393943786621,3.79939770698547,3.0504190921783447,3.476713895797729,3.3835079669952397,4.526086521148681
6.640443801879883,3.40711808204651,3.29533314704895,3.183894634246826,3.2381365299224854,3.952985239028931
11.857988357543944,3.4175500869751,3.311903953552246,2.894885301589966,3.687097787857056,5.033885097503662
10.055994987487791,3.46547603607178,2.5567147731781006,2.5616002082824707,2.8737051486968994,4.302698230743408
5.549713134765625,3.41426062583923,3.4685280323028564,2.5023353099823,2.845919370651245,3.5561512947082514
26.06764793395996,2.99642395973206,2.964459180831909,2.678954124450684,2.79286527633667,7.500070095062256
3.882179021835327,3.53967022895813,2.9534544944763184,2.473936080932617,2.699878931045532,3.109823751449585
3.6159160137176514,3.17685651779175,2.608665943145752,3.26277756690979,3.0386345386505127,3.140570116043091
3.437818765640259,2.84100723266602,2.468125104904175,2.852631092071533,2.631415367126465,2.8461995124816903
3.381532669067383,2.76707100868225,2.419809103012085,2.348505973815918,2.496390581130981,2.6826618671417237
3.1367006301879883,2.78459668159485,2.443773031234741,2.232682466506958,2.408102035522461,2.6011709690093996
2.9709439277648926,2.91211485862732,2.8595621585845947,2.2722833156585693,3.121256113052368,2.827232074737549
2.914846420288086,2.90130829811096,2.79721999168396,2.265034914016724,2.564502716064453,2.6885824680328367
2.9345951080322266,2.57471752166748,2.312711238861084,2.458946704864502,2.465684413909912,2.549330997467041
2.770749807357788,2.7960798740387,2.5567922592163086,2.508748769760132,2.504826307296753,2.6274394035339363
2.642284154891968,2.70812058448791,2.219663143157959,2.220221281051636,2.6711580753326416,2.4922894477844233
2.4961674213409424,2.66669416427612,2.687734603881836,2.16445255279541,2.5454916954040527,2.512108087539672
2.531380176544189,2.41694188117981,2.201223850250244,2.421234130859375,2.543729305267334,2.4229018688201904
2.4460670948028564,2.47866821289062,2.393303632736206,2.101520776748657,2.4849233627319336,2.3808966159820546
2.640397787094116,2.54454302787781,2.228747606277466,2.089706420898437,2.3463146686553955,2.3699419021606447
2.4264047145843506,3.00253081321716,2.216766834259033,2.206833600997925,2.539834499359131,2.47847409248352
2.83115553855896,2.25960087776184,2.503325939178467,2.2172319889068604,2.174901962280273,2.3972432613372803
2.477559804916382,2.43606901168823,2.2216200828552246,2.201499938964844,2.362847328186035,2.339919233322143
2.421551465988159,2.30019807815552,2.1432690620422363,2.32715916633606,2.415482997894287,2.3215321540832523
2.5797526836395264,2.74319791793823,2.177403450012207,2.141382932662964,2.597494840621948,2.4478463649749753
2.247260808944702,2.23621606826782,2.3404529094696045,2.515078067779541,2.26110577583313,2.3200227260589594
2.1681671142578125,2.463210105896,2.0465333461761475,1.913285255432129,2.184286117553711,2.1550963878631597
2.1391258239746094,2.31853938102722,2.1609771251678467,2.091745376586914,2.2276763916015625,2.1876128196716307
2.186022520065308,2.14651823043823,2.3220787048339844,2.548693895339966,3.0278637409210205,2.4462354183197017
2.519008159637451,2.15743684768677,2.101985216140747,2.0398871898651123,2.4926321506500244,2.2621899127960208
2.0726613998413086,2.64851331710815,2.413499593734741,1.7931944131851196,2.198064088821411,2.225186562538146
2.264412641525269,2.11625099182129,2.029639482498169,2.084037065505981,2.1250665187835693,2.123881340026856
2.116879463195801,2.29975748062134,2.0800788402557373,1.971060872077942,2.270261526107788,2.1476076364517214
2.6056549549102783,2.32092976570129,2.058875799179077,1.894157648086548,2.46209979057312,2.268343591690063
2.10194993019104,2.25940775871277,2.4424314498901367,1.9692676067352293,2.2664802074432373,2.2079073905944826
2.091059446334839,2.16593408584595,2.228789567947388,2.0182175636291504,2.048283815383911,2.1104568958282477
2.2456166744232178,2.10152816772461,2.56198787689209,1.942418336868286,2.377569913864136,2.245824193954468
1.98018491268158,2.12905645370483,1.9410704374313357,1.9395185708999636,2.2963767051696777,2.0572414159774772
2.1275806427001958,2.16420912742615,1.922995924949646,2.4264395236968994,2.097304105758667,2.1477058649063117
2.046748638153076,2.16682910919189,2.5069286823272705,1.981874227523804,2.1010117530822754,2.1606784820556633
2.0537023544311523,2.04991149902344,2.057593584060669,1.9455982446670528,2.050828218460083,2.0315267801284795
2.112664699554444,2.06458282470703,1.9836889505386357,1.8978351354599,1.9751291275024412,2.0067801475524902
1.927762150764465,2.07303905487061,2.01800274848938,2.0717341899871826,2.061861038208008,2.030479836463929
2.026254415512085,2.02525472640991,1.9283188581466677,1.8061742782592771,2.1441972255706787,1.9860399007797238
2.2521064281463623,2.14256763458252,2.094416379928589,1.7926467657089231,2.059736728668213,2.0682947874069213
1.8505851030349727,1.89933884143829,2.0158095359802246,2.2405216693878174,1.8960707187652588,1.9804651737213128
1.8927983045578003,1.90307927131653,2.0657846927642822,1.971333146095276,1.9670653343200684,1.9600121498107914
2.069752693176269,2.15401005744934,1.990571141242981,1.8476057052612305,1.9609135389328003,2.004570627212524
1.9776350259780884,1.94045042991638,2.253296136856079,2.0583791732788086,1.994975209236145,2.0449471950531004
1.8860695362091064,1.87255489826202,1.9535552263259888,1.918818712234497,2.3428080081939697,1.9947612762451166
2.0937399864196777,1.98826682567596,1.886064887046814,1.8627076148986816,2.118762493133545,1.9899083614349358
2.0372297763824463,1.98769402503967,1.839473247528076,2.03440260887146,2.132776260375977,2.006315183639526
1.853179693222046,1.91625571250916,1.985693335533142,1.8516037464141848,2.082769632339477,1.9379004240036017
1.858417510986328,1.98345828056335,1.953533411026001,1.8178558349609373,2.33258318901062,1.9891696453094476
1.8335016965866089,1.85667538642883,1.8392648696899412,1.80960214138031,1.9568201303482056,1.859172844886779
2.040088176727295,2.02202463150024,2.130262851715088,1.800780177116394,2.1245226860046387,2.023535704612731
1.8111549615859983,1.99060082435608,2.0601580142974854,1.8460177183151243,1.9696084260940552,1.9355079889297486
1.931587815284729,2.07228779792786,2.1040141582489014,2.0378150939941406,1.9480080604553225,2.0187425851821907
2.143291473388672,1.8836555480957,1.964908599853516,1.8263336420059204,1.982100248336792,1.96005790233612
1.8477154970169067,1.89574217796326,1.8605992794036863,1.859009027481079,2.0077805519104004,1.8941693067550667
1.82515811920166,1.8672696352005,1.9903748035430908,1.787808537483215,1.8284811973571775,1.8598184585571285
1.9401557445526123,1.86925899982452,1.918995976448059,1.8339836597442627,1.90073561668396,1.8926259994506829
1.9143500328063965,1.86733090877533,1.8323452472686768,1.8491688966751096,1.9278408288955688,1.8782071828842164
1.820177435874939,1.86416041851044,1.933327317237854,1.897913217544556,1.9156492948532104,1.8862455368042
1.8276209831237795,1.91799199581146,1.9197933673858645,1.8352302312850952,2.0288307666778564,1.9058934688568112
1.9607824087142944,1.91362118721008,1.9103378057479856,1.8408403396606443,1.9143339395523071,1.9079831361770623
1.9054088592529297,1.93685591220856,1.8601678609848025,1.8893802165985107,2.137554168701172,1.9458734035491951
1.8931790590286253,1.90076899528503,1.8563237190246584,1.8640563488006592,1.9087939262390137,1.8846244096755975
1.8821171522140503,1.88854610919952,1.9520320892333984,1.8797965049743648,1.864798903465271,1.893458151817321
1.890208125114441,1.84766662120819,1.92957866191864,1.858903288841248,1.973733901977539,1.9000181198120116
1.8811219930648804,1.8709499835968,1.9036827087402344,1.873937010765076,2.4136695861816406,1.9886722564697261
1.8565760850906368,1.84799945354462,1.9087179899215696,1.8065906763076784,1.986072063446045,1.88119125366211
1.8568469285964968,1.80544376373291,2.030308961868286,1.843483805656433,1.822556972503662,1.8717280864715575
1.8423683643341064,1.87005937099457,1.918114423751831,1.8218295574188232,2.014078378677368,1.8932900190353397
1.8539857864379885,1.84464359283447,1.908312439918518,1.8573952913284304,1.87676739692688,1.8682209014892575
1.8679840564727783,1.85401332378387,1.8792047500610352,1.861305952072144,1.93062162399292,1.8786259412765496
1.8640140295028689,1.87590622901917,1.9251028299331665,1.8290746212005613,1.9114292860031128,1.8811053991317759
1.8941445350646973,1.84592533111572,1.9527361392974851,1.883828043937683,1.8779505491256716,1.8909169197082516
1.8705838918685915,1.84903562068939,1.9604911804199217,1.8516446352005005,1.901280403137207,1.8866071462631222
1.8711345195770264,1.91775631904602,1.9237544536590576,1.860108494758606,1.9371212720870967,1.9019750118255616
1.9020401239395144,1.90105545520782,2.020068883895874,1.8541605472564695,1.9003236293792725,1.9155297279357903
1.9200409650802608,1.90973651409149,2.0035650730133057,1.874199390411377,1.9535578489303589,1.9322199583053585
1.927330493927002,1.89648747444153,1.9649062156677248,1.882142424583435,1.902297854423523,1.914632892608643
1.921159505844116,1.89961612224579,1.957587957382202,1.9123858213424685,1.9437875747680664,1.9269073963165284
1.9453037977218628,1.92992925643921,1.9446748495101929,1.8716095685958865,1.927594780921936,1.9238224506378174
1.9161276817321775,1.93427550792694,2.000110626220703,1.9209496974945068,1.9218772649765012,1.9386681556701657
1.9655449390411377,1.94062793254852,2.020970106124878,1.9690728187561035,1.9357450008392332,1.9663921594619744
1.9075336456298828,1.96358036994934,1.9657132625579836,1.9224319458007808,1.9912391901016235,1.950099682807922
1.9384260177612305,1.96856439113617,2.035677671432495,1.923729419708252,1.9547369480133057,1.9642268896102906
1.9354143142700195,1.96960604190826,2.0442886352539062,1.900940179824829,1.9630061388015747,1.9626510620117181
1.967918038368225,1.97941648960114,2.030010461807251,1.9539414644241333,1.975192666053772,1.981295824050904
1.9639033079147337,2.01294112205505,2.022984743118286,1.926562786102295,2.007056951522827,1.9866897821426384
1.9582899808883667,1.97310709953308,2.021894216537476,1.937963366508484,2.015939950942993,1.9814389228820801
1.9611707925796509,1.99330866336823,2.065007448196411,1.9347541332244875,2.0103893280029297,1.9929260730743419
1.9716888666152956,2.01910972595215,2.0586726665496826,1.9520221948623655,2.010703086853028,2.002439308166504
1.990897297859192,2.03012633323669,2.1190013885498047,1.9309064149856567,2.0301220417022705,2.020210695266723
1.9966226816177368,2.01796007156372,2.0365419387817383,1.9678038358688357,2.024345636367798,2.008654832839966
1.9775854349136357,2.03877758979797,2.0587117671966557,2.0056731700897217,2.047333240509033,2.025616240501403
