/home/miura/lab/KD-hdas/results/stat/0-50/g0.1/search_stage_KD_cifar100_Curriculum_s4-expected2-sw3-g0.1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/g0.1/search_stage_KD_cifar100_Curriculum_s3-expected2-sw3-g0.1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/g0.1/search_stage_KD_cifar100_Curriculum_s0-expected2-sw3-g0.1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/g0.1/search_stage_KD_cifar100_Curriculum_s2-expected2-sw3-g0.1_0-50_tb.csv,/home/miura/lab/KD-hdas/results/stat/0-50/g0.1/search_stage_KD_cifar100_Curriculum_s1-expected2-sw3-g0.1_0-50_tb.csv,row_average
1.8449821472167969,1.8845561742782595,1.8787020444869995,1.897185444831848,1.943397879600525,1.8897647380828857
1.809568166732788,1.821488380432129,1.8488707542419436,1.7697306871414185,1.9133723974227903,1.8326060771942139
1.80743670463562,1.8321632146835327,1.9048351049423216,1.882246851921081,1.8443433046340945,1.85420503616333
1.862158179283142,1.860094785690308,1.8505525588989256,1.8735967874526975,1.829229593276977,1.8551263809204102
1.8489573001861568,1.764594554901123,1.7877148389816284,1.866019368171692,1.841699481010437,1.8217971086502076
1.752813458442688,1.8308466672897337,1.8531136512756348,1.7930715084075928,1.8846200704574585,1.8228930711746216
1.8260464668273928,1.8049942255020144,1.865336537361145,1.8096970319747925,1.811574459075928,1.8235297441482543
1.8028428554534912,1.754281520843506,1.8873032331466677,1.7471792697906494,1.7814702987670898,1.7946154356002808
1.8124278783798216,1.822660446166992,1.7987226247787476,1.787569880485535,1.8811057806015012,1.8204973220825196
1.798770785331726,1.7861909866333008,1.83287250995636,1.8021461963653564,1.837665557861328,1.8115292072296143
1.7869908809661863,1.8048611879348757,1.8249229192733765,1.75798761844635,1.823307752609253,1.7996140718460083
1.8314306735992432,1.7352725267410278,1.7594133615493774,1.7745649814605713,1.8228864669799805,1.7847136020660401
1.726938247680664,1.7796063423156738,1.8804866075515747,1.727755427360535,1.7939622402191162,1.7817497730255127
1.7738189697265625,1.8417259454727173,1.779974102973938,1.7934422492980957,1.803724765777588,1.7985372066497802
1.8741220235824585,1.828835248947144,1.7839365005493164,1.8123319149017332,1.7886418104171753,1.8175734996795654
1.7751317024230957,1.7403415441513062,1.7521202564239502,1.7511762380599976,1.8999392986297607,1.7837418079376222
1.7457093000411987,1.8007880449295044,1.7827658653259275,1.7608479261398315,1.7290735244750977,1.763836932182312
1.7598059177398682,1.746903657913208,1.7971103191375732,1.7617998123168943,1.815459966659546,1.7762159347534179
1.7606335878372192,1.740322232246399,1.7980531454086304,1.813442707061768,1.8062655925750728,1.7837434530258178
1.7751917839050293,1.746016025543213,1.7351677417755127,1.747132658958435,1.749999761581421,1.7507015943527222
1.7251461744308472,1.72223699092865,1.7556190490722656,1.7449140548706057,1.735457420349121,1.7366747379302978
1.7197082042694092,1.7259058952331543,1.7700526714324951,1.7576797008514404,1.7456823587417605,1.7438057661056519
1.7546976804733276,1.7674331665039062,1.7255985736846924,1.719894528388977,1.8340177536010744,1.7603283405303956
2.05447769165039,2.33097243309021,2.3241841793060303,2.1792445182800293,2.34213662147522,2.246203088760376
2.2354419231414795,2.0313351154327397,1.9793986082077024,2.15694260597229,2.0418081283569336,2.088985276222229
2.137155532836914,1.960120797157288,1.8986016511917116,1.9481987953186035,2.037416934967041,1.9962987422943115
1.989895939826965,2.073342800140381,1.9187504053115845,1.9697805643081665,1.949747323989868,1.980303406715393
1.9269051551818848,1.811414361000061,1.8636306524276731,1.9421900510787964,1.8810113668441768,1.8850303173065186
1.8853768110275269,1.9689035415649412,1.873137354850769,2.000235080718994,1.8973534107208248,1.9250012397766114
1.907072901725769,1.865058779716492,1.880152940750122,1.9606294631958008,1.785596251487732,1.8797020673751832
1.8701850175857544,1.819941163063049,2.0546796321868896,1.7944623231887815,1.8086769580841064,1.8695890188217164
1.999248743057251,1.8017958402633667,1.7365403175354004,1.8099544048309328,1.959058165550232,1.8613194942474365
1.857695460319519,1.779160499572754,1.8706238269805908,1.918660044670105,1.73679518699646,1.8325870037078857
1.920337438583374,1.842996597290039,1.747365951538086,1.943185567855835,1.916527509689331,1.874082612991333
1.6986650228500366,1.7372980117797852,1.8579704761505127,1.810948729515076,1.8599541187286377,1.7929672718048095
1.635819673538208,1.6757138967514038,1.8070932626724243,1.8704029321670528,1.8319944143295288,1.7642048358917237
1.711795210838318,1.7827168703079224,1.858505368232727,1.9166890382766724,1.8177260160446167,1.8174865007400514
1.7739310264587402,1.8028509616851809,1.729489803314209,1.7274329662322998,1.7719500064849854,1.761130952835083
1.7193548679351809,1.8138484954833984,1.7329607009887695,1.805776834487915,1.737567663192749,1.7619017124176026
1.656477451324463,1.666683316230774,1.7082340717315674,1.6680399179458618,1.7156784534454346,1.68302264213562
1.7760183811187744,1.7135841846466064,1.645925521850586,1.8199434280395508,1.6707161664962769,1.725237536430359
1.7713520526885986,1.742144227027893,1.6527081727981567,1.9213789701461792,1.895876169204712,1.7966919183731078
1.745747685432434,1.6653618812561035,1.6921783685684204,1.6753880977630615,1.6808325052261353,1.6919017076492309
1.745894193649292,1.58795428276062,1.6883273124694824,1.7573200464248655,1.80221962928772,1.716343092918396
1.7675554752349854,1.7044986486434937,1.6114894151687622,1.6184569597244265,1.8016871213912964,1.7007375240325928
1.725721836090088,1.7473150491714478,1.7351820468902588,1.683532953262329,1.782619833946228,1.7348743438720704
1.6815739870071411,1.697077393531799,1.609681487083435,1.6761984825134275,1.6940633058547974,1.6717189311981202
1.6900389194488523,1.7482801675796509,1.6494756937026978,1.7236779928207395,1.6115458011627195,1.684603714942932
1.6928714513778689,1.6541647911071775,1.5544545650482178,1.6682846546173096,1.8176336288452148,1.6774818181991578
1.6794297695159912,1.5595901012420654,1.868374466896057,1.6554508209228516,1.6755876541137695,1.687686562538147
1.6188583374023438,1.6339662075042725,1.5775892734527588,1.6882108449935913,1.665542721748352,1.6368334770202637
1.6256369352340698,1.6108776330947876,1.970864534378052,1.625954508781433,1.7079848051071167,1.7082636833190918
1.7260255813598633,1.8171520233154297,1.688721776008606,1.6185903549194336,1.6268573999404907,1.6954694271087647
1.6835088729858398,1.7012689113616943,1.561204433441162,1.6347886323928833,1.6320043802261353,1.642555046081543
1.6420000791549685,1.75048828125,1.567055344581604,1.598111867904663,1.6634104251861572,1.6442131996154785
1.5632697343826294,1.6279027462005615,1.655663013458252,1.6470718383789062,1.5901910066604614,1.6168196678161622
1.6069231033325195,1.5774613618850708,1.6086405515670776,1.6049693822860718,1.6529395580291748,1.610186791419983
1.670951247215271,1.6684041023254397,1.6329295635223389,1.6271299123764038,1.6611990928649902,1.6521227836608887
1.7522196769714355,1.5655148029327393,1.646303653717041,1.5452088117599487,1.707233190536499,1.6432960271835326
1.7407985925674438,1.5491278171539309,1.5107816457748413,1.5689337253570557,1.633389234542847,1.6006062030792236
1.709399700164795,1.5781725645065308,1.5851325988769531,1.6499258279800415,1.619126796722412,1.6283514976501465
1.576743721961975,1.6270653009414673,1.5638002157211304,1.6241918802261353,1.531335949897766,1.5846274137496947
1.5493242740631104,1.6584020853042605,1.59147846698761,1.6024320125579834,1.5871800184249878,1.5977633714675903
1.5602474212646484,1.5751681327819824,1.5431565046310425,1.6113296747207642,1.565903663635254,1.5711610794067383
1.5861611366271973,1.6761173009872437,1.608893871307373,1.5528488159179688,1.6244536638259888,1.6096949577331543
1.5594496726989746,1.6005909442901611,1.6187571287155151,1.5702214241027832,1.5986173152923584,1.5895272970199585
1.5835273265838623,1.5840785503387451,1.5714913606643677,1.5848455429077148,1.5938130617141724,1.5835511684417725
1.5834898948669434,1.5792375802993774,1.6101951599121094,1.5393397808074951,1.659042239189148,1.5942609310150146
1.6565390825271606,1.617250919342041,1.647304892539978,1.6220433712005615,1.47062885761261,1.6027534246444701
1.5136038064956665,1.5126248598098757,1.5215860605239868,1.5979855060577393,1.5552058219909668,1.5402012109756469
1.6052879095077517,1.4813507795333862,1.511131763458252,1.5276730060577393,1.4974104166030884,1.5245707750320434
1.6406418085098269,1.5693267583847046,1.5050277709960938,1.50953209400177,1.525600552558899,1.5500257968902589
1.570600509643555,1.5615290403366089,1.5219889879226685,1.472100853919983,1.5163747072219849,1.5285188198089599
1.561173915863037,1.5738848447799685,1.527469515800476,1.4634668827056885,1.6037851572036743,1.545956063270569
1.5274875164031982,1.4537131786346436,1.516007661819458,1.5115011930465698,1.5806978940963743,1.517881488800049
1.551909327507019,1.552327275276184,1.4870569705963137,1.5553057193756104,1.5491888523101809,1.5391576290130615
1.4968621730804443,1.6058287620544434,1.491935968399048,1.4952335357666016,1.5089306831359863,1.5197582244873047
1.5420347452163696,1.535536527633667,1.5199010372161863,1.57732355594635,1.537807583808899,1.5425206899642945
1.4891091585159302,1.4580425024032593,1.5419374704360962,1.5332127809524536,1.5492719411849976,1.5143147706985474
1.4497607946395874,1.4762860536575315,1.5489988327026367,1.5002497434616089,1.5561283826828003,1.506284761428833
1.5465694665908811,1.452768087387085,1.4606845378875732,1.5274603366851809,1.5443075895309448,1.506358003616333
1.5867873430252075,1.5203564167022705,1.5055556297302246,1.49103581905365,1.4372342824935913,1.5081938982009888
1.508394479751587,1.485048770904541,1.479437232017517,1.5111894607543943,1.568337321281433,1.5104814529418946
1.4252361059188845,1.542190432548523,1.5185070037841797,1.4747320413589478,1.4445358514785769,1.4810402870178223
1.4938912391662598,1.4994953870773315,1.4850226640701294,1.4001383781433103,1.4866770505905151,1.4730449438095092
1.4756574630737305,1.5605528354644775,1.4833433628082275,1.443654179573059,1.4571127891540527,1.4840641260147094
1.39452064037323,1.4180833101272583,1.5243239402770996,1.498310685157776,1.4818226099014282,1.4634122371673584
1.4987868070602417,1.5153032541275024,1.475264549255371,1.4567722082138062,1.4325885772705078,1.4757430791854858
1.491915941238403,1.5115424394607544,1.4681336879730225,1.4649559259414673,1.5440524816513062,1.4961200952529907
1.4544204473495483,1.467021942138672,1.497571349143982,1.4596593379974363,1.497727870941162,1.47528018951416
1.4952834844589231,1.4515937566757202,1.483944296836853,1.4813976287841797,1.489897608757019,1.480423355102539
1.454872965812683,1.4820541143417358,1.46698260307312,1.4435431957244873,1.5155786275863647,1.4726063013076782
1.4825769662857056,1.438449740409851,1.45770263671875,1.4329544305801392,1.4949805736541748,1.461332869529724
1.4488180875778198,1.4284366369247437,1.4757392406463623,1.4328685998916626,1.4304935932159424,1.443271231651306
1.4239935874938965,1.4171030521392822,1.484148621559143,1.4602723121643066,1.4374442100524902,1.4445923566818237
1.4705631732940674,1.4216963052749634,1.5015579462051392,1.430466651916504,1.4262925386428833,1.4501153230667114
1.4275699853897097,1.431125283241272,1.4320104122161863,1.4094548225402832,1.4606298208236694,1.432158064842224
1.4253323078155518,1.4150530099868774,1.4844138622283936,1.4529356956481934,1.4430726766586304,1.4441615104675294
1.444617748260498,1.4469748735427856,1.4504401683807373,1.4053398370742798,1.433217167854309,1.436117959022522
1.4128375053405762,1.444966435432434,1.454275369644165,1.4259284734725952,1.4322715997695925,1.4340558767318725
1.4142558574676514,1.387890100479126,1.4386745691299438,1.407829999923706,1.3958593606948853,1.4089019775390625
1.4178565740585327,1.431811809539795,1.4550833702087402,1.418034911155701,1.4317221641540527,1.4309017658233643
1.4082281589508057,1.429841160774231,1.4671101570129397,1.420145034790039,1.410882830619812,1.4272414684295653
1.406786561012268,1.424754977226257,1.4799189567565918,1.425142526626587,1.4095370769500732,1.4292280197143554
1.4057899713516235,1.4051778316497805,1.4742599725723269,1.405595779418945,1.3995789289474487,1.418080496788025
1.3962862491607666,1.4184021949768066,1.4669387340545654,1.415997862815857,1.4377752542495728,1.4270800590515136
1.4473694562911987,1.420984983444214,1.4493712186813354,1.4332011938095093,1.4105005264282229,1.432285475730896
1.4094966650009155,1.402310132980347,1.456905722618103,1.4171544313430786,1.4025431871414185,1.4176820278167725
1.3938626050949097,1.4192163944244385,1.455148458480835,1.4268096685409546,1.4306648969650269,1.4251404047012328
1.3861855268478394,1.4237297773361206,1.45411479473114,1.422668218612671,1.433535099029541,1.4240466833114624
1.395004153251648,1.4069422483444214,1.4712605476379397,1.4361863136291504,1.4306299686431885,1.4280046463012694
1.4229923486709597,1.4106453657150269,1.4688819646835327,1.4053575992584229,1.425531983375549,1.4266818523406983
1.4131429195404053,1.412392020225525,1.479915738105774,1.4006580114364624,1.4439741373062134,1.430016565322876
1.3945766687393188,1.420032978057861,1.4569551944732666,1.3933120965957642,1.4161900281906128,1.4162133932113647
1.404136300086975,1.4231380224227903,1.4831390380859375,1.4492335319519043,1.425012230873108,1.4369318246841432
1.398161768913269,1.4212127923965454,1.4526511430740356,1.4410932064056396,1.397114396095276,1.4220466613769531
1.392837643623352,1.4278520345687866,1.4483933448791504,1.430037498474121,1.4304958581924438,1.4259232759475708
1.4214383363723757,1.4439986944198608,1.461104154586792,1.4282630681991575,1.4391851425170898,1.4387978792190552
1.4211649894714355,1.439850926399231,1.4799755811691284,1.4443665742874146,1.4406554698944092,1.4452027082443237
1.417701244354248,1.447480320930481,1.479539394378662,1.431419849395752,1.4544448852539062,1.44611713886261
1.4209522008895874,1.45681893825531,1.5072888135910034,1.4568296670913696,1.442886471748352,1.4569552183151244
1.4274845123291016,1.435784101486206,1.4712485074996948,1.4221231937408447,1.4372533559799194,1.4387787342071534
1.429983139038086,1.4460374116897583,1.4691280126571655,1.4286561012268066,1.454010009765625,1.4455629348754884
