/home/miura/lab/KD-hdas/results/stat/20layer/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s5-discreteEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s4-discreteEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s3-discreteEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s1-discreteEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s8-discreteEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s7-discreteEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s0-discreteEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s6-discreteEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s9-discreteEval-LRreset_tb.csv,/home/miura/lab/KD-hdas/results/stat/20layer/train_loss/search_stage_KD_cifar100_SEARCHEVALnoDL_s2-discreteEval-LRreset_tb.csv,row_average
0.4378787577152252,0.4372705221176147,0.4386472105979919,0.433839350938797,0.4668419361114502,0.4756803810596466,0.4413115382194519,0.4679125845432281,0.4421858191490173,0.4467653334140777,0.4488333433866501
0.412919819355011,0.4095480144023895,0.4132240414619446,0.426183134317398,0.4446083307266235,0.4506734311580658,0.4113931059837341,0.4473985135555267,0.4233894348144531,0.433479756116867,0.42728175818920133
0.3926907777786255,0.3914991021156311,0.3987458646297455,0.3985243141651153,0.4264175295829773,0.4286950528621673,0.393056184053421,0.4224727153778076,0.4019381999969482,0.4173432290554046,0.4071382969617844
0.3807627260684967,0.3664528727531433,0.3852531313896179,0.376477837562561,0.412859559059143,0.4110985994338989,0.3721280395984649,0.4104512333869934,0.381380170583725,0.3969197571277618,0.38937839269638064
0.3598187267780304,0.3544315099716186,0.3508961200714111,0.3676494061946869,0.3909881114959717,0.3952142000198364,0.3580735027790069,0.3883703649044037,0.3603523373603821,0.3729202449321747,0.36987145245075226
0.3365450501441955,0.3355374336242676,0.3417790234088897,0.3402392566204071,0.3694119453430176,0.3669005036354065,0.3388666808605194,0.3708820343017578,0.3434324264526367,0.3614329993724823,0.350502735376358
0.324824720621109,0.310151994228363,0.322886049747467,0.3188721537590027,0.3450451493263244,0.3453536033630371,0.3098525404930115,0.3543560206890106,0.3291991949081421,0.333398699760437,0.32939401268959045
0.3053572177886963,0.2965657711029053,0.3033390343189239,0.3077037632465362,0.3254084587097168,0.3276791572570801,0.2960637807846069,0.3306357562541961,0.3097236454486847,0.319032073020935,0.31215086579322815
0.2834498286247253,0.2772590816020965,0.2819462120532989,0.286780834197998,0.3134839832782745,0.313407152891159,0.2792433798313141,0.3116132020950317,0.2885719835758209,0.2933989763259887,0.2929154634475708
0.2611972689628601,0.2572011947631836,0.2613911032676697,0.2690034806728363,0.2944009900093078,0.2902113199234009,0.2622789144515991,0.3017071485519409,0.2723477482795715,0.2813222110271454,0.2751061379909515
0.2536791265010834,0.2443104535341262,0.2525002360343933,0.2502904832363128,0.2769611179828644,0.2708612084388733,0.2506392300128937,0.2811081409454345,0.2590610086917877,0.2634696066379547,0.2602880612015724
0.2292572855949401,0.2218742221593856,0.2317655086517334,0.2381941676139831,0.2562013268470764,0.2612704336643219,0.2337212264537811,0.2648422122001648,0.2362028360366821,0.2466030418872833,0.24199322611093516
0.2160509973764419,0.2113695442676544,0.2178486883640289,0.216899573802948,0.241261675953865,0.243140161037445,0.2159716337919235,0.2547406852245331,0.2191260755062103,0.2308270931243896,0.22672361284494397
0.1991081833839416,0.2000240683555603,0.2060903757810592,0.2028970122337341,0.2236391454935073,0.2238543480634689,0.1982084214687347,0.232684388756752,0.2096108645200729,0.2145131975412368,0.21106300055980678
0.1916914135217666,0.1886134594678878,0.19287109375,0.1871430426836013,0.2121119052171707,0.2079491466283798,0.1840891391038894,0.2184195220470428,0.1974979639053344,0.1975283324718475,0.19779150187969205
0.1732784658670425,0.1679229736328125,0.1737353503704071,0.1801520437002182,0.1996075361967086,0.1967548429965973,0.1723295003175735,0.1991548389196396,0.18084117770195,0.1938265562057495,0.1837603285908699
0.165785402059555,0.1555453687906265,0.1643177419900894,0.1611944437026977,0.1852987110614776,0.1817957758903503,0.1601444631814956,0.1892743557691574,0.1674110740423202,0.1758067160844802,0.170657405257225
0.1508661061525344,0.1432657986879348,0.1542118638753891,0.1541759073734283,0.1717997640371322,0.1714094579219818,0.1501380354166031,0.1788055896759033,0.1572693735361099,0.1591217964887619,0.1591063693165779
0.1404055207967758,0.1374551951885223,0.1405926048755645,0.1454378515481948,0.1627541929483413,0.1579645425081253,0.1377253979444503,0.1659071296453476,0.1442026942968368,0.1535436660051345,0.14859887957572931
0.1360166519880294,0.1270554065704345,0.1341143995523452,0.1342856436967849,0.1475763618946075,0.1472149938344955,0.1303805559873581,0.1553667485713958,0.1375483870506286,0.140993133187294,0.13905522823333735
0.1257994472980499,0.1206121742725372,0.127099871635437,0.1242656782269477,0.1418748497962951,0.1443710178136825,0.1217204928398132,0.1450410485267639,0.1293811053037643,0.1320859640836715,0.13122516497969625
0.1138353943824768,0.1124580353498458,0.1182975023984909,0.1186126619577407,0.1316653341054916,0.1334347575902938,0.1121796444058418,0.1366945505142212,0.1197369620203971,0.126616969704628,0.12235318124294277
0.1060677394270896,0.1045303642749786,0.111008882522583,0.1130903214216232,0.1252264529466629,0.125359371304512,0.1065672114491462,0.1288517713546753,0.1144291684031486,0.114634484052658,0.11497657671570774
0.1013458594679832,0.0982863754034042,0.1037182807922363,0.1072281152009964,0.1205387338995933,0.1163004636764526,0.1004178375005722,0.1251703798770904,0.1065790727734565,0.1107762530446052,0.10903613716363902
0.0980527997016906,0.0953857377171516,0.0979086384177208,0.1008123010396957,0.1113911047577858,0.1107437834143638,0.0956005677580833,0.121322214603424,0.1025034114718437,0.1065897792577743,0.10403103381395336
0.0926825106143951,0.0914522334933281,0.0948038473725318,0.0955047234892845,0.1059825047850608,0.1046734079718589,0.0905148759484291,0.1112570017576217,0.0953791588544845,0.0987792164087295,0.0981029480695724
0.0882248654961586,0.0852939561009407,0.0900647565722465,0.0913172736763954,0.0997143611311912,0.0997354090213775,0.0850400626659393,0.1068998202681541,0.0911071151494979,0.0932396724820137,0.09306372925639149
0.0829981639981269,0.0806706622242927,0.0857142508029937,0.0860602036118507,0.0953415259718895,0.0986444428563118,0.0842294096946716,0.1006197333335876,0.0862875506281852,0.0901791825890541,0.08907451257109639
0.0782961696386337,0.0802291631698608,0.0826356187462806,0.0849902033805847,0.0927985906600952,0.0916594788432121,0.0809096470475196,0.0975801348686218,0.0859221145510673,0.087596021592617,0.0862617142498493
0.077196717262268,0.0765849277377128,0.0826083645224571,0.0820432230830192,0.0905696749687194,0.0895107761025428,0.0766849666833877,0.0954934954643249,0.0833581537008285,0.0844558104872703,0.08385061100125309
0.0759413689374923,0.0745925456285476,0.0756369158625602,0.0787035450339317,0.0864068493247032,0.0870066210627555,0.0745702609419822,0.0897397324442863,0.0784111618995666,0.0837313011288642,0.08047403022646898
0.0743432864546775,0.0711873844265937,0.0741316154599189,0.0762390717864036,0.0822178423404693,0.0832683518528938,0.0720997154712677,0.0893443748354911,0.0759417116641998,0.0802107080817222,0.07789840623736377
0.0715577155351638,0.0700708702206611,0.0708813592791557,0.0742677524685859,0.0802201107144355,0.0815936774015426,0.0707308053970336,0.0837654694914817,0.0751848965883255,0.0773334503173828,0.07556061074137682
0.06870848685503,0.067125417292118,0.0696403607726097,0.0736144185066223,0.0794199854135513,0.0800518319010734,0.0684483423829078,0.0838108584284782,0.0734002068638801,0.0753901302814483,0.07396100386977192
0.0672269463539123,0.0674473047256469,0.0697489380836486,0.0710234716534614,0.0775421410799026,0.0794377699494361,0.0663629025220871,0.0824385210871696,0.069899283349514,0.0731896311044693,0.07243169099092481
0.0676895901560783,0.0658531412482261,0.0695036500692367,0.0680355429649353,0.077604554593563,0.0792532414197921,0.0664418563246727,0.0809821635484695,0.0720645263791084,0.0731378719210624,0.07205661386251445
0.0660328939557075,0.0637155696749687,0.067239373922348,0.0677835196256637,0.0737476721405983,0.0772120952606201,0.0656806305050849,0.0793742686510086,0.0714342445135116,0.0706891939043998,0.07029094621539113
